,sentimen,text
153,Neutral,|@alfrendoasis @Aryprasetyo85 @aduankonten @kemkominfo @DivHumas_Polri @Dennysiregar7 @GunRomli @CH_chotimah\xe2\x80\xa6 https://t.co/oNsKvBzai3|
154,Positive,|@DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6|
155,Positive,|Ketua DPR @DPR_RI @bambangsoesatyo Minta TNI @Puspen_TNI dan Polri  @DivHumas_Polri Tumpas OPM Sampai Akar-Akarnya\xe2\x80\xa6 https://t.co/xvosKNJHIb|
156,Neutral,|RT @DivHumas_Polri: Bukit Parang Endong merupakan Wisata Jogja yang menyuguhkan wisata sunset dari sebuah bukit yang lokasinya di sebelah t\xe2\x80\xa6'|
157,Negative,|@AndiArief__ Memang kita akan diam bro @SBYudhoyono ada pemberontakan yg di motori dan di panas panasi oleh\xe2\x80\xa6 https://t.co/FbsZSwHsXM'|
158,Negative,|@fransiscusario @ybudi55 @ezzyrehym @ARYA_DIM45_ @WahhabiCC @DivHumas_Polri Di alam gaib\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'|
159,Positive,|RT @DivHumas_Polri: Mamberikan Edukasi Tertib Berlalu Lintas Kepada Masyarakat\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/\xe2\x80\xa6'|
160,Negative,|Apa yang di maksud orang tsb? Kalo anda mau perang bilang aja. Astaga kibarkan bendera tauhid = perang ! Viralkan o\xe2\x80\xa6 https://t.co/dcWjxYcV62'|
161,Neutral,|RT @PolriMultimedia: Selamat Pagi Sobat Polri\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co/p28w8tBSmm'|
162,Positive,|RT @DivHumas_Polri: Polri : Reuni 212 Berjalan Kondusif\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/dxWUJk96g5'|
163,Positive,|RT @PolriMultimedia: Jaga Rambu - Rambu Lalu Lintas Dijalan Yaa Sobat Polri\n\n-Keselamatan Untuk Kemanusiaan-\n\n#PolriPromoter \n#PolriHumanis\xe2\x80\xa6'|
164,Neutral,|RT @DivHumas_Polri: Bukit Parang Endong merupakan Wisata Jogja yang menyuguhkan wisata sunset dari sebuah bukit yang lokasinya di sebelah t\xe2\x80\xa6'|
165,Positive,|RT @PolriMultimedia: Tanamkan Tertib Berlalu Lintas Sejak Usia Dini\n\n-Polisi Sahabat Anak-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosti\xe2\x80\xa6'|
166,Positive,|RT @PolriMultimedia: Memberikan Literasi Kepada Generasi Bangsa\n\n-Polisi Sahabat Anak-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @\xe2\x80\xa6'|
167,Positive,|RT @DivHumas_Polri: Patuhi Batas Kecepatan Berkendara\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/t3dWk9sHGd'|
168,Positive,|RT @PolriMultimedia: Pakailah Helm Sampai Berbunyi Klik\n\n-Keselamatan Untuk Kemanusiaan-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting\xe2\x80\xa6'|
169,Positive,|RT @PolriMultimedia: Tanamkan Minat Membaca Sejak Usia Dini\n\n-Polisi Sahabat Anak-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivH\xe2\x80\xa6'|
170,Neutral,|@alpinkori @samsudin102 @CCICPolri @BNPTRI @BIN_Official @Menkopolhukam @KSPgoid @DivHumas_Polri @bareskrim2018\xe2\x80\xa6 https://t.co/ytWPrHVJ2H'|
171,Positive,|RT @DivHumas_Polri: Kebersihan Sebagian Dari Iman\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/1Mc4CHzxDQ'|
172,Positive,|RT @PolriMultimedia: Kami Peduli Dengan Masyarakat\n\n-Polri Promoter-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri \n@H\xe2\x80\xa6'|
173,Positive,|RT @PolriMultimedia: Kami Hadir Membantu Masyarakat\n\n-Polri Promoter-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri ht\xe2\x80\xa6'|
174,Positive,|@jokowi  @DivHumas_Polri @Puspen_TNI saatNYA untk satukan kekuatan atasi gangguan keamanan di seluruh wilayah NKRI.\xe2\x80\xa6 https://t.co/EO5NXilAmV'|
175,Positive,|RT @PolriMultimedia: Perhatikan Keselamatan Saat Berpapasan\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co\xe2\x80\xa6'|
176,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
177,Positive,|UP!!!\n\nTANGKAP ANTAR KE POLISI\n\nPENGHINA HRS INI\n@DivHumas_Polri \n@hilmi_fpi \n@PejuangFPI \n@LembagaF https://t.co/liAyYpg72g'|
178,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
179,Positive,|RT @PolriMultimedia: Polisi Sahabat Anak\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co/audbDoZbBN'|
180,Positive,|RT @PolriMultimedia: Pakailah Helm Untuk Menjaga Kamu Saat Berkendara\n\n-Keselamatan Untuk Kemanusiaan-\n\n#PolriPromoter \n#PolriHumanis #Thin\xe2\x80\xa6'|
181,Neutral,"|""b'waduh keduluan sama iphone nih, pak @DivHumas_Polri https://t.co/RC4Luv6wlv'""|"
182,Neutral,|@jfmsondakh @jokowi @tni_ad @_TNIAU @_TNIAL_ @DivHumas_Polri @prabowo @Gerindra @MardaniAliSera @Fahrihamzah\xe2\x80\xa6 https://t.co/fPnn3dno3U'|
183,Positive,|RT @DivHumas_Polri: Membantu Masyarakat Dengan Sepenuh Hati\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/oW2gOZCdN2'|
184,Positive,|#2019GantiHaluanEkonomi \n#MenangkanPancasila\nAncaman Pasar Teknologi 4.0 Untuk Sektor Pertanian\xe2\x80\xa6 https://t.co/GV5EMtHWiJ'|
185,Positive,|RT @PolriMultimedia: Kepala Divisi Humas Polri Beserta Staf Dan Bhayangkari Mengucapkan\nSelamat Ulang Tahun Kepada Ketua Umum Bhayangkari\n5\xe2\x80\xa6'|
186,Neutral,|@MahesaTiwi @Namaku_Mei @CCICPolri @BNPTRI @DivHumas_Polri @aduankonten @BareskrimPolri @Kania_Sari27 @projopusat\xe2\x80\xa6 https://t.co/KSIduceJZQ'|
187,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
188,Neutral,|RT @HusseinSayyid: @Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri @\xe2\x80\xa6'|
189,Positive,"|""b'RT @MusfarB: Mhn bntuan nya pk,@DivHumas_Polri @Puspen_TNI  @PolresMetro ank ini prgi tdk dketahau olh ortu nya,katanya dlm chat fb,mrka br\xe2\x80\xa6'""|"
190,Negative,|wah penistaan nih\xf0\x9f\x98\x82. @DivHumas_Polri @TMCPoldaMetro @poldametrojaya @poldametrojaya https://t.co/M4GBIKDvwM'|
191,Negative,"|""b'RT @AfifFuadS: NIh rekam jejekanya, sila disimak, kita mulai dari ini...\nBagaimana dia menghina Polisi @DivHumas_Polri \nsekarang dia berkel\xe2\x80\xa6'""|"
192,Negative,|RT @HusseinSayyid: @Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri @\xe2\x80\xa6'|
193,Negative,|@Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri\xe2\x80\xa6 https://t.co/e5jyuVsAf0'|
194,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
195,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
196,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
197,Positive,"|""b'RT @FFinsadendy: ini orang berulang kali, dan berulang kali minta maaf, lapor @DivHumas_Polri @BareskrimPolri @CCICPolri tolong tegakkan hu\xe2\x80\xa6'""|"
198,Negative,"|""b'Saat evakuasi jenazah masih jg ditembaki,, apakah sampai disini kemampuan TNI dan densus 88 kita???  gimana mau per\xe2\x80\xa6 https://t.co/6wHIxn6mbq'""|"
199,Negative,|@EV220622 @cubby_ghum Miris @DivHumas_Polri'|
200,Positive,|RT @ronavioleta: Masya Allah.... \n\n*Copas: Jam 3 minggu di pagi yg buta tiba2 datang sekelompok orang Buta yg berjalan berbaris mengikuti k\xe2\x80\xa6'|
201,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
202,Neutral,|Pemberangkatan Personel Satbrimob Polda Jatim BKO Polda Papua/Ops Amole III\n@DivHumas_Polri \n@HumasPoldaJatim\xe2\x80\xa6 https://t.co/AItlOycyaU'|
203,Negative,|"b""@Rohman04041179 Silakan @DivHumas_Polri @CCICPolri kalau perlu konfirmasi apa maksud dari kata 'BOOOMM' di cuitan i\xe2\x80\xa6 https://t.co/oIbNxh5bET"""|
204,Neutral,|RT @RestyCayah: Dencus 88 pada kemana min @DivHumas_Polri ?\n\n https://t.co/1KRDSi18Is'|
205,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
206,Negative,"|""b'RT @randuasri1704: @Umnia77 Warga negara saja yg Pencari cacing d tangkap karena masuk kawasan hutan lindung,WNA nambang d hutan lindung ko\xe2\x80\xa6'""|"
207,Negative,|@DivHumas_Polri @PolriMultimedia hanya tidak membawa STNK saja sdh di tilang dan denda rp.500000. sama saja pemeras\xe2\x80\xa6 https://t.co/qBmWD7pmus'|
208,Negative,"|""b'@inilahdotcom segeralah lakukan Penahanan,jgn ada toleransi tuk pelaku Provokasi Disintegrasi Bangsa @DivHumas_Polri  @jokowi'""|"
209,Negative,"|""b'@Doni_Santun @GPAnsor_Satu @Os_alshuibi Kalo ga knp?? Polri mana ya, ketika ada warga yg mengancam seorang dubes, y\xe2\x80\xa6 https://t.co/ToG20yyUIY'""|"
210,Positive,"|""b'AYO PAK POLISI SAYA DUKUNG CC @DivHumas_Polri . JANGAN KASIH KENDOR PADA PIHAK2 ABNORMAL DI NEGERI INI, ATAU MEREKA\xe2\x80\xa6 https://t.co/k7TPqUzYSt'""|"
211,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
212,Negative,|RT @yan_tanuwidjaya: Inilah Prestasi Pelanggaran HAM @DivHumas_Polri Zaman Jokowi Yg Melarang HAK Azazi Manusia untuk Beribadah sesuai UU\xe2\x80\xa6'|
213,Negative,|Ini akibat dipaksakan islami jadi kualat lidahnya mencong hulaihu\n\n@SatpamSosmed @narkosun @hnurwahid\xe2\x80\xa6 https://t.co/7Bma7Rx2Lp'|
214,Positive,"|""b'RT @humaspolsekup01: Kehadiran kami, untuk masyarakat,...\n\n#PolriPromoter\n#PolriHumanis\n#thinkbeforeposting\n@DivHumas_Polri \n@PolriMultimed\xe2\x80\xa6'""|"
215,Positive,"|""b'RT @humaspolsekup01: Sampaikan aspirasi dengan tertib, dan tak ganggu ketertiban umum,...\n\n#PolriPromoter\n#PolriHumanis\n#BhabinkamtibmasPol\xe2\x80\xa6'""|"
216,Negative,"|""b'RT @DarussalamJaya: Bukan karena kehadiran Prabowo, Salah satu alasan terjadinya 212 begitu hebat adalah DISKRIMINASI HUKUM thd UMAT ISLAM\xe2\x80\xa6'""|"
217,Positive,"|""b'RT @humaspolsekup01: Silaturahmi, membuka pintu rezeki,...\n\n#PolriPromoter\n#PolriHumanis\n#BhabinkamtibmasPolri\n#thinkbeforeposting\n@DivHuma\xe2\x80\xa6'""|"
218,Positive,"|""b'RT @humaspolsekup01: Bentuk perhatian yang paling mudah, adalah terus menjaga komunikasi,....\n\n#PolriPromoter\n#PolriHumanis\n#Bhabinkamtibma\xe2\x80\xa6'""|"
219,Positive,"|""b'RT @humaspolsekup01: Sesibuk apapun kita, sempatkan dirilah untuk beribadah, sesuai dengan keyakinan kita masing\xe2\x80\x93masing,....\n\n#PolriPromote\xe2\x80\xa6'""|"
220,Positive,"|""b'@VIVAcoid komentar di bawah ini sangat NKRI, respon TNI/POLRI sangat dibutuhkan untuk menambah pasukan; manfaatkan\xe2\x80\xa6 https://t.co/XQUNgQKeBr'""|"
221,Positive,"|""b'RT @humaspolsekup01: Kemampuan untuk tertawa, merupakan anugerah yang sangat besar, yang Tuhan berikan kepada kita,....\n\n#PolriPromoter\n#Po\xe2\x80\xa6'""|"
222,Positive,"|""b'RT @humaspolsekup01: Sahabat adalah orang yang sangat dekat dengan kita, terkadang lebih dekat daripada saudara sendiri,...\n\n#PolriPromoter\xe2\x80\xa6'""|"
223,Neutral,|RT @RestyCayah: Dencus 88 pada kemana min @DivHumas_Polri ?\n\n https://t.co/1KRDSi18Is'|
224,Positive,"|""b'RT @humaspolsekup01: Tahukah anda ? Ternyata, menyimak itu tak hanya dengan telinga dan otak, melainkan dengan hati pula.\n\n#PolriPromoter\n#\xe2\x80\xa6'""|"
225,Negative,|RT @NurSyahbana9: Kenapa Nahdhatul ulama terus menerus di fitnah? Supaya  NKRI rapuh dan hancur\n\nKarena Nahdhatul ulama adalah salah satu d\xe2\x80\xa6'|
226,Neutral,|@FPI_212 @Pujanarto @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri Eh sekar\xe2\x80\xa6 https://t.co/AD0SudGFMZ'|
227,Negative,"|""b'RT @Airin_NZ: Panggilan ke 2 sudah diterima untuk menghadapi hari kamis besok, tidak datang segera jemput paksa pak @DivHumas_Polri'""|"
228,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
229,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
230,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
231,Positive,|@FPI_212 @Pujanarto @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri Kayaknya\xe2\x80\xa6 https://t.co/olVnAQZTwi'|
232,Negative,|@makLambeTurah_ @marierteman @putrabanten80 Itu cm Kelompok Kriminal Bersenjata doank! Bukan Teroris koq? Paling cm\xe2\x80\xa6 https://t.co/LB0rbTvbkN'|
233,Negative,|RT @NurSyahbana9: Kenapa Nahdhatul ulama terus menerus di fitnah? Supaya  NKRI rapuh dan hancur\n\nKarena Nahdhatul ulama adalah salah satu d\xe2\x80\xa6'|
234,Negative,|Teroris opm tantang @Puspen_TNI @DivHumas_Polri berperang secara jantan\nhttps://t.co/11fH7Blk5O'|
235,Positive,|RT @DivHumas_Polri: Patuhi Batas Kecepatan Berkendara\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/t3dWk9sHGd'|
236,Neutral,|RT @DivHumas_Polri: Bukit Parang Endong merupakan Wisata Jogja yang menyuguhkan wisata sunset dari sebuah bukit yang lokasinya di sebelah t\xe2\x80\xa6'|
237,Positive,|RT @PolriMultimedia: Kami Hadir Membantu Masyarakat\n\n-Polri Promoter-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri ht\xe2\x80\xa6'|
238,Positive,|@jokowi  @DivHumas_Polri @Puspen_TNI saatNYA untk satukan kekuatan atasi gangguan keamanan di seluruh wilayah NKRI.\xe2\x80\xa6 https://t.co/EO5NXilAmV'|
239,Positive,|RT @PolriMultimedia: Perhatikan Keselamatan Saat Berpapasan\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co\xe2\x80\xa6'|
240,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
241,Negative,|UP!!!\n\nTANGKAP ANTAR KE POLISI\n\nPENGHINA HRS INI\n@DivHumas_Polri \n@hilmi_fpi \n@PejuangFPI \n@LembagaF https://t.co/liAyYpg72g'|
242,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
243,Positive,|RT @PolriMultimedia: Polisi Sahabat Anak\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co/audbDoZbBN'|
244,Positive,|RT @PolriMultimedia: Pakailah Helm Untuk Menjaga Kamu Saat Berkendara\n\n-Keselamatan Untuk Kemanusiaan-\n\n#PolriPromoter \n#PolriHumanis #Thin\xe2\x80\xa6'|
245,Neutral,"|""b'waduh keduluan sama iphone nih, pak @DivHumas_Polri https://t.co/RC4Luv6wlv'""|"
246,Neutral,|@jfmsondakh @jokowi @tni_ad @_TNIAU @_TNIAL_ @DivHumas_Polri @prabowo @Gerindra @MardaniAliSera @Fahrihamzah\xe2\x80\xa6 https://t.co/fPnn3dno3U'|
247,Positive,|RT @DivHumas_Polri: Membantu Masyarakat Dengan Sepenuh Hati\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/oW2gOZCdN2'|
248,Positive,|#2019GantiHaluanEkonomi \n#MenangkanPancasila\nAncaman Pasar Teknologi 4.0 Untuk Sektor Pertanian\xe2\x80\xa6 https://t.co/GV5EMtHWiJ'|
249,Neutral,|RT @PolriMultimedia: Kepala Divisi Humas Polri Beserta Staf Dan Bhayangkari Mengucapkan\nSelamat Ulang Tahun Kepada Ketua Umum Bhayangkari\n5\xe2\x80\xa6'|
250,Positive,|@MahesaTiwi @Namaku_Mei @CCICPolri @BNPTRI @DivHumas_Polri @aduankonten @BareskrimPolri @Kania_Sari27 @projopusat\xe2\x80\xa6 https://t.co/KSIduceJZQ'|
251,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
252,Neutral,|RT @HusseinSayyid: @Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri @\xe2\x80\xa6'|
253,Negative,"|""b'RT @MusfarB: Mhn bntuan nya pk,@DivHumas_Polri @Puspen_TNI  @PolresMetro ank ini prgi tdk dketahau olh ortu nya,katanya dlm chat fb,mrka br\xe2\x80\xa6'""|"
254,Negative,|wah penistaan nih\xf0\x9f\x98\x82. @DivHumas_Polri @TMCPoldaMetro @poldametrojaya @poldametrojaya https://t.co/M4GBIKDvwM'|
255,Negative,"|""b'RT @AfifFuadS: NIh rekam jejekanya, sila disimak, kita mulai dari ini...\nBagaimana dia menghina Polisi @DivHumas_Polri \nsekarang dia berkel\xe2\x80\xa6'""|"
256,Neutral,|RT @HusseinSayyid: @Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri @\xe2\x80\xa6'|
257,Neutral,|@Pujanarto @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri\xe2\x80\xa6 https://t.co/e5jyuVsAf0'|
258,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
259,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
260,Positive,"|""b'RT @DivHumas_Polri: Jangan mudah percaya berita/informasi yang belum jelas kebenarannya yaa Sobat Polri\xe2\x98\xba\xef\xb8\x8f\n\nBe Smart Netizen, biasakan SARIN\xe2\x80\xa6'""|"
261,Negative,"|""b'RT @FFinsadendy: ini orang berulang kali, dan berulang kali minta maaf, lapor @DivHumas_Polri @BareskrimPolri @CCICPolri tolong tegakkan hu\xe2\x80\xa6'""|"
262,Negative,"|""b'Saat evakuasi jenazah masih jg ditembaki,, apakah sampai disini kemampuan TNI dan densus 88 kita???  gimana mau per\xe2\x80\xa6 https://t.co/6wHIxn6mbq'""|"
263,Negative,|@EV220622 @cubby_ghum Miris @DivHumas_Polri'|
264,Positive,|RT @ronavioleta: Masya Allah.... \n\n*Copas: Jam 3 minggu di pagi yg buta tiba2 datang sekelompok orang Buta yg berjalan berbaris mengikuti k\xe2\x80\xa6'|
265,Positive,|RT @DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6'|
266,Neutral,|Pemberangkatan Personel Satbrimob Polda Jatim BKO Polda Papua/Ops Amole III\n@DivHumas_Polri \n@HumasPoldaJatim\xe2\x80\xa6 https://t.co/AItlOycyaU'|
267,Negative,|"b""@Rohman04041179 Silakan @DivHumas_Polri @CCICPolri kalau perlu konfirmasi apa maksud dari kata 'BOOOMM' di cuitan i\xe2\x80\xa6 https://t.co/oIbNxh5bET"""|
268,Neutral,|RT @RestyCayah: Dencus 88 pada kemana min @DivHumas_Polri ?\n\n https://t.co/1KRDSi18Is'|
269,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
270,Negative,"|""b'RT @randuasri1704: @Umnia77 Warga negara saja yg Pencari cacing d tangkap karena masuk kawasan hutan lindung,WNA nambang d hutan lindung ko\xe2\x80\xa6'""|"
271,Negative,|@DivHumas_Polri @PolriMultimedia hanya tidak membawa STNK saja sdh di tilang dan denda rp.500000. sama saja pemeras\xe2\x80\xa6 https://t.co/qBmWD7pmus'|
272,Negative,"|""b'@inilahdotcom segeralah lakukan Penahanan,jgn ada toleransi tuk pelaku Provokasi Disintegrasi Bangsa @DivHumas_Polri  @jokowi'""|"
273,Negative,"|""b'@Doni_Santun @GPAnsor_Satu @Os_alshuibi Kalo ga knp?? Polri mana ya, ketika ada warga yg mengancam seorang dubes, y\xe2\x80\xa6 https://t.co/ToG20yyUIY'""|"
274,Positive,"|""b'AYO PAK POLISI SAYA DUKUNG CC @DivHumas_Polri . JANGAN KASIH KENDOR PADA PIHAK2 ABNORMAL DI NEGERI INI, ATAU MEREKA\xe2\x80\xa6 https://t.co/k7TPqUzYSt'""|"
275,Positive,"|""b'RT @ewinyarto: @luviku Min @DivHumas_Polri , Jangan sia siakan potensi anak bangsa  ini ....Pliiisss https://t.co/sEpTt3EJvC'""|"
276,Negative,|RT @yan_tanuwidjaya: Inilah Prestasi Pelanggaran HAM @DivHumas_Polri Zaman Jokowi Yg Melarang HAK Azazi Manusia untuk Beribadah sesuai UU\xe2\x80\xa6'|
277,Positive,|Ini akibat dipaksakan islami jadi kualat lidahnya mencong hulaihu\n\n@SatpamSosmed @narkosun @hnurwahid\xe2\x80\xa6 https://t.co/7Bma7Rx2Lp'|
278,Positive,"|""b'RT @humaspolsekup01: Kehadiran kami, untuk masyarakat,...\n\n#PolriPromoter\n#PolriHumanis\n#thinkbeforeposting\n@DivHumas_Polri \n@PolriMultimed\xe2\x80\xa6'""|"
279,Positive,"|""b'RT @humaspolsekup01: Sampaikan aspirasi dengan tertib, dan tak ganggu ketertiban umum,...\n\n#PolriPromoter\n#PolriHumanis\n#BhabinkamtibmasPol\xe2\x80\xa6'""|"
280,Negative,"|""b'RT @DarussalamJaya: Bukan karena kehadiran Prabowo, Salah satu alasan terjadinya 212 begitu hebat adalah DISKRIMINASI HUKUM thd UMAT ISLAM\xe2\x80\xa6'""|"
281,Negative,"|""b'RT @syi__fa: Twitter, Please do your Magic\n\nMotor bapaknya temen saya dibawa kabur orang yang pura-pura mau lamar kerjaan di Usahanya bapak\xe2\x80\xa6'""|"
282,Negative,|@Gerindra @MarikaRahman_ @jokowi Bro @Gerindra tlg penyebar hoax si @MarikaRahman_ segera diproses secara hukum. \nB\xe2\x80\xa6 https://t.co/tVCu5AbRmG'|
283,Negative,|@ybudi55 @ezzyrehym @Kehidup10048825 @ARYA_DIM45_ @WahhabiCC @DivHumas_Polri dia emang udah diskusi sama kapolseknya bang ..di alam mimpi \xf0\x9f\x98\x85'|
284,Neutral,|RT @DivHumas_Polri: Kapolres Puncak Jaya: Berita Penyerangan 7 Anggota TNI di Tingginambut adalah HOAX\n\n#PolriPromoter #PolriHumanis @Polri\xe2\x80\xa6'|
285,Neutral,|RT @Pujanarto: @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri @TjahjantoHadi S\xe2\x80\xa6'|
286,Neutral,"|""b'RT @Pujanarto: @diponegros @FPI_212 @kemkominfo @aduankonten @rudiantara_id @TwitterID @Twitter @DivHumas_Polri @CCICPolri Huahuahuahua, ka\xe2\x80\xa6'""|"
287,Negative,|RT @ronavioleta: Ya Allah... Merinding lihat video ini. Ikutan nyanyi sambil nangis. Radikal banget \n#Ruh212\n#ReuniAkbar212 \nCc\n@GeneralMoe\xe2\x80\xa6'|
288,Negative,"|""b'RT @syi__fa: Twitter, Please do your Magic\n\nMotor bapaknya temen saya dibawa kabur orang yang pura-pura mau lamar kerjaan di Usahanya bapak\xe2\x80\xa6'""|"
